,ein,name,ico,street,city,state,zip,group,subsection,affiliation,classification,ruling,deductibility,foundation,activity,organization,status,tax_period,asset_cd,income_cd,filing_req_cd,pf_filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,ntee_cd,sort_name,lat,lon
10,251358171,ERIE KENNEL CLUB,% MS JANET AGRESTI NORMAN,PO BOX 2,ERIE,PA,16512-0002,0,4,3,3000,201301,2,0,998000000,1,1,201809.0,4,4,1,0,9,273467.0,117289.0,117289.0,D60,,42.030201,-80.257855
11,237040440,LYCOMING COUNTY BEAGLE CLUB INC,,120 VINCENT AVE,WATSONTOWN,PA,17777-8161,0,4,3,1000,201502,2,0,319281318,1,1,201808.0,5,3,2,0,8,662931.0,36392.0,36392.0,D19,,41.081765,-76.854429
12,232190157,PENNSYLVANIA HORSE SHOW ASSOCIATION,% DORIS D MACDONALD,1892 LITTLE RD,PERKIOMENVLLE,PA,18074-9652,0,4,3,3000,200306,2,0,0,1,1,201811.0,2,3,1,0,11,22088.0,56012.0,56012.0,D60,,40.325399,-75.482603
13,251335449,RAYBURN TOWNSHIP BEAGLE CLUB,% CRAIG GOLDINGER,169 CHURCH RD,KITTANNING,PA,16201-7423,0,7,3,1000,201304,2,0,284286000,1,1,201812.0,3,3,2,0,12,50591.0,43540.0,43540.0,D60,,40.783358,-79.596373
14,161351918,NATIONAL SHIBA CLUB OF AMERICA INC,% J HOLDEN,230 FALLS VILLAGE RD,PITTSBURGH,PA,15239-2552,0,4,3,3000,200705,2,0,0,1,1,201812.0,3,3,2,0,12,34894.0,30729.0,30729.0,D60,,40.454499,-79.718459
15,232214596,HARRISBURG KENNEL CLUB INC,% GLORIA HARTMAN,5989 BULL RD,DOVER,PA,17315-1745,0,4,3,1000,200108,2,0,998000000,1,1,201812.0,4,4,1,0,12,372607.0,209943.0,209943.0,D60,,40.069284,-76.841911
16,311682382,BRANDYWINE VALLEY DRIVING CLUB INC,% DORIS A GRASSI,130 PHEASANT HILL LN,LANDENBERG,PA,19350-1526,0,4,3,3000,200002,2,0,0,1,1,201812.0,3,1,2,0,12,43624.0,8362.0,5912.0,D60,,39.777514,-75.824603
17,472645828,KEYSTONE CANINE TRAINING CLUB,% DAN GOLDBERG,5167 BROWNSVILLE RD,PITTSBURGH,PA,15236-2644,0,7,3,1000,201512,2,0,0,1,1,201812.0,3,3,1,0,12,31266.0,74606.0,59583.0,D61,,40.345025,-79.985612
18,273985471,THREE RIVERS SHETLAND SHEEPDOG CLUB OF GREATER PITTSBURGH,% MATLYN CROMER,1617 MIDDLE RD,GLENSHAW,PA,15116-2539,0,7,3,1000,201203,2,0,0,1,1,201812.0,2,3,2,0,12,20868.0,38445.0,38445.0,D60,,40.533848,-79.938236
19,236278202,HUNTINGDON VALLEY KENNEL CLUB,% KATHY TARAS,PO BOX 411,HUNTINGDON VY,PA,19006-0411,0,4,3,1000,200703,2,0,0,1,1,201810.0,3,3,1,0,10,30012.0,71758.0,71758.0,D20,,40.1284,-75.060665
20,251487477,CENTRAL BEAGLE CLUB INC,% GREG RITTER,169 GOLDEN ROAD,SAXONBURG,PA,16056-0000,0,4,3,3000,201707,2,0,0,1,1,201710.0,4,1,2,0,10,146981.0,5753.0,5753.0,D60,,40.887184,-79.978219
21,232326494,TUNKHANNOCK BEAGLE CLUB,,350 FREAR HILL RD,TUNKHANNOCK,PA,18657-1753,0,4,3,3000,201008,2,0,0,1,1,201712.0,4,2,2,0,12,141478.0,10130.0,10130.0,D60,,41.527834,-75.976042
22,232501483,NORTH PENN BEAGLE CLUB,% JAMES REILLY,1120 FAIRHILL RD,SELLERSVILLE,PA,18960-3318,0,4,3,3000,200205,2,0,0,1,1,201812.0,4,1,2,0,12,461075.0,6644.0,6249.0,D61,,40.325701,-75.273915
23,233033785,TAIL BLAZERS AGILITY CLUB OF THE BRANDYWINE VALLY PENNSYLVANIA INC,% PAM SMITH,PO BOX 560,NEWTOWN SQ,PA,19073-0560,0,4,3,3000,200210,2,0,0,1,1,201812.0,3,3,1,0,12,59613.0,90621.0,90621.0,D61,,39.955409,-75.40172
24,824484153,LIBERTY SALUKI CLUB INC,% SUSAN MEIER,604 KNEEDLER RD,NORTH WALES,PA,19454-4108,0,4,3,3000,201804,2,0,0,1,1,201812.0,1,1,2,0,1,3946.0,7314.0,,D20,,40.220905,-75.289356
25,521057735,PEMBROKE WELSH CORGI CLUB OF THE POTOMAC INC,% SHAWN MICHAEL,17 MIDDLE GRN,LANCASTER,PA,17602-1573,0,4,3,3000,200603,2,0,284000000,1,1,201812.0,3,3,1,0,12,69464.0,67472.0,67472.0,D60,,40.019361,-76.244548
26,251678330,WESTERN RESERVE FISH & GAME PROTECTIVE ASSOCIATION,,PO BOX 104,CLARK,PA,16113-0104,0,4,3,3000,200110,2,0,0,5,1,201812.0,4,5,1,0,12,212594.0,737419.0,50292.0,D30,,41.286567,-80.423727
27,232597694,KRUISIN KANINES OF PERKASIE INC,,1920 FAWN LN,QUAKERTOWN,PA,18951-2695,0,4,3,1000,200108,2,0,0,1,1,201812.0,3,3,1,0,12,53443.0,92789.0,92789.0,D60,,40.414436,-75.364632
28,232210748,BUCKS COUNTY KENNEL CLUB INC,% LYDIA A HEISE CPA EA,435 JUNIPER ST,WARMINSTER,PA,18974-4722,0,4,3,1000,200807,2,0,998000000,1,1,201812.0,3,3,1,0,12,64599.0,81178.0,81178.0,D20,,40.198584,-75.097268
29,060986624,CLUMBER SPANIEL CLUB OF AMERICA INC,% BENJAMIN T HOYLE,212 LIMESTONE LN,WILLOW GROVE,PA,19090-1609,0,4,3,1000,201011,2,0,0,1,1,201812.0,3,3,1,0,12,37919.0,63173.0,63173.0,D60,,40.146715,-75.103111
30,912138880,KEYSTONE AGILITY CLUB,% THOMAS P FORD,5245 MCLEAN STATION RD,GREEN LANE,PA,18054-2143,0,4,3,3000,200104,2,0,0,1,1,201812.0,1,4,1,0,12,8143.0,120903.0,120903.0,D61,,40.357062,-75.470253
31,260132359,SPLASH N DASH K9 SPORTS INC,% DEBRA M BANACH,260 SEWICKLEY OAKMONT RD,PITTSBURGH,PA,15237-1850,0,4,3,1000,200607,2,0,0,1,1,201812.0,4,3,1,0,12,104082.0,94974.0,94974.0,D61,,40.543753,-80.04374
32,030592952,MARVIN S SPIVAK AND MARIE D SPIVAK FOUNDATION,% RICHARD N BELTZNER ESQ,3 N MAIN ST,TOPTON,PA,19562-1517,0,3,3,1000,200908,1,4,0,1,1,201712.0,1,1,0,1,12,156.0,1500.0,,D12,,40.503385,-75.701548
33,454172595,FOR THE LOVE OF ANIMALS SANCTUARY INC,,649 STOPPER RD,WILLIAMSPORT,PA,17702-8260,0,3,3,4000,201508,1,4,0,1,1,201812.0,2,3,0,1,12,12878.0,35197.0,,D20,,41.16667,-77.136543
34,233042868,NORTH AMERICAN TECKEL CLUB,,9621 BACHELOR RD,KUTZTOWN,PA,19530-8570,0,3,3,1200,201608,1,4,0,5,1,201612.0,1,1,0,1,12,6884.0,5799.0,,D61,,40.590704,-75.718824
35,811369665,BEULAH LAND DOG RESCUE,% AMY SHEPLER,97 BLAUCH LANE,FREDERICKSBURG,PA,17026-0000,0,3,3,1240,201604,1,4,0,1,1,201812.0,3,2,0,1,12,96398.0,16074.0,,D20,,40.482842,-76.479447
36,467324131,HAROLD AND JUDY MCKONLY FAMILY FOUNDATION,% JUDY MCKONLY,322 CHERRY ST,COLUMBIA,PA,17512-1419,0,3,3,1000,201407,1,4,0,1,1,201812.0,8,8,0,1,12,20668737.0,22611908.0,,D99,JUDY MCKONLY TTEE,40.031207,-76.500951
37,455499420,WRIGHT ANIMAL FOUNDATION,,3247 WIMMER ROAD,BETHLEHEM,PA,18020-3300,0,3,3,1000,201401,1,4,0,1,1,201812.0,1,1,0,1,12,2468.0,223.0,,D20,,40.653211,-75.336383
38,261667674,JIM KEEFERS ALL GODS CREATURES,% JAMES F KEEFER,2760 BLAIR ST,MONTOURSVILLE,PA,17754-9552,0,3,3,1000,200809,1,4,0,1,1,201812.0,2,3,0,1,12,11734.0,76146.0,,D20,,41.256467,-76.946339
39,471925517,K-9S OF POLICE SERVICES INC,,903 VALLEY ST,ENOLA,PA,17025-1542,0,3,3,1000,201503,1,4,0,1,25,201712.0,0,1,0,1,12,696.0,1705.0,,D60,,40.301771,-76.947243
40,233088600,Y2K9S DOG SPORTS CLUB INC,,601 DAVISVILLE RD,WILLOW GROVE,PA,19090-1514,0,3,3,1200,200606,1,4,0,1,1,201812.0,4,4,0,1,12,238057.0,372320.0,,D61,,40.150999,-75.106313
41,813205339,DOMINIC DIODATA AND JOAN GABLE FOUNDATION,,308 N MAIN ST STE 400,CHALFONT,PA,18914-2714,0,3,3,4000,201607,1,4,0,1,1,201812.0,3,3,0,1,12,87143.0,71484.0,,D20,,40.291411,-75.213729
42,464785708,JOYCE M ENGLUND CHARITABLE FOUNDATION,% BNY MELLON,PO BOX 185,PITTSBURGH,PA,15230-0185,0,3,3,1000,201407,1,4,0,2,1,201812.0,6,5,0,1,12,1409803.0,613430.0,,D99,,40.434436,-80.024817
43,061660699,LAKSHMI COW SANCTUARY INC,% SANKAR SASTRI,163 POSSINGER DR,STROUDSBURG,PA,18360-0000,0,3,3,1000,200311,1,4,0,1,1,201812.0,6,3,0,1,12,1214640.0,83857.0,,D20,,40.973222,-75.290785
44,236745998,FLORENCE B LYON-ANTIETAM TR UW,% BRANCH BANKING AND TRUST COMPANY,PO BOX 6010,CHAMBERSBURG,PA,17201-6010,0,3,3,1000,200405,1,4,0,1,1,201712.0,5,4,0,1,12,769109.0,409744.0,,D11,,39.93759,-77.6611
45,811095918,AMERICAN COLLEGE OF VETERINARY RADIOLOGY RESEARCH AND EDUCATIONAL,,1057 CREAMERY LN,WEST CHESTER,PA,19382-7501,0,3,3,2800,201608,1,4,0,1,1,201712.0,2,3,0,1,12,24218.0,26081.0,,D12,,39.940298,-75.547058
46,463695231,LOST DOG PROJECT USA,,575 PIERCE ST STE 203,KINGSTON,PA,18704-5700,0,3,3,1000,201405,1,15,0,1,1,201812.0,1,2,2,0,12,25.0,12120.0,12120.0,D99,,41.255768,-75.881915
47,474246101,ONE DOG AT A TIME ODAAT,,225 MEADOW WOODS DR,LEWISTOWN,PA,17044-8208,0,3,3,4000,201507,1,15,0,1,1,201712.0,3,4,1,0,12,30046.0,186134.0,172860.0,D20,,40.583483,-77.638298
48,465008941,YOU TOO ANIMAL RESCUE,,39 MAPLE ACRE LN,DUSHORE,PA,18614-7539,0,3,3,4000,201411,1,15,0,5,1,201812.0,1,3,2,0,12,3108.0,34939.0,34939.0,D20,,41.529809,-76.533118
49,271777640,MIFFLIN CO & JUNIATA CO PET PANTRY,% SUSAN YORKS,28 SHEAFFER LN,RICHFIELD,PA,17086-9627,0,3,3,1000,201101,1,15,0,1,1,201812.0,1,3,1,0,12,5975.0,93860.0,77384.0,D20,,40.460707,-77.37125
50,452973875,RED PAW EMERGENCY RELIEF TEAM,% LORI ALBRIGHT,1328 S 24TH ST,PHILADELPHIA,PA,19146-4013,0,3,3,4000,201204,1,15,0,1,1,201806.0,3,4,1,0,6,56190.0,164500.0,154000.0,D20,,39.935908,-75.184049
51,204444813,ANIMAL LIFELINE,% DENISE M BASH,1111 EASTON RD STE 24,WARRINGTON,PA,18976-1845,0,3,3,1000,200608,1,15,0,1,1,201812.0,4,4,1,0,12,156269.0,273093.0,273093.0,D20,,40.244695,-75.136019
52,273608903,MENDING HEARTS ANIMAL RESCUE INC,% AMY WEBSTER,197 STONEHEDGE RD,HOLLIDAYSBURG,PA,16648-9265,0,3,3,1000,201209,1,15,0,1,1,201812.0,4,4,1,0,12,282973.0,161841.0,161841.0,D20,,40.471142,-78.371286
53,462615497,HAPPY VALLEY ANIMALS IN NEED,,1847 TYRONE PIKE,PHILIPSBURG,PA,16866-8804,0,3,3,4000,201408,1,15,0,1,1,201812.0,1,2,2,0,12,7962.0,11761.0,11761.0,D20,,40.855291,-78.218134
54,251743124,PET ADOPTION LEAGUE AND HUMANE ASSOCIATION,,150 SPRING ST,YUKON,PA,15698-1000,0,3,3,1000,200110,1,15,0,1,1,201812.0,4,4,1,0,12,329157.0,261555.0,259119.0,D20,,40.213107,-79.682747
55,272979942,HOPE FOR HANNAH RESCUE,% SUSAN GILBERT,PO BOX 663,BARTONSVILLE,PA,18321-0663,0,3,3,1000,201008,1,15,0,1,1,201812.0,3,3,1,0,12,30994.0,80103.0,80103.0,D20,,41.00509,-75.27963
56,251847827,WITH A GOLDEN SPIRIT INC,% MICHAEL J DAVIN,12439 ROTH DR,IRWIN,PA,15642-2957,0,3,3,1000,200111,1,15,0,1,1,201812.0,4,3,1,0,12,143188.0,56380.0,56380.0,D20,,40.3205,-79.751469
57,460682739,WEAR WOOF INC,,PO BOX 101556,PITTSBURGH,PA,15237-8556,0,3,3,1000,201404,1,15,0,1,1,201712.0,3,4,1,0,12,31740.0,176715.0,172122.0,D31,,40.549607,-80.043513
58,271943588,LULUS RESCUE,,PO BOX 46,PT PLEASANT,PA,18950-0046,0,3,3,4000,201106,1,15,0,1,1,201812.0,3,4,1,0,12,41683.0,179577.0,179577.0,D20,,40.445221,-75.074432
59,461692172,DOG T A G S,,1 SOUDER COURT,MECHANICSBURG,PA,17050-1501,0,3,3,1000,201407,1,15,0,1,1,201812.0,4,4,1,0,12,366332.0,192360.0,191774.0,D99,,40.285436,-77.053705
60,454390799,ZOES HOUSE INC,% LAKIN HARMON,PO BOX 2372,READING,PA,19608-0372,0,3,3,1000,201208,1,15,0,1,1,201712.0,1,3,2,0,12,9543.0,46947.0,44097.0,D20,,40.310798,-76.034772
61,820747136,PRESERVE CHESTER SPRINGS,% CHRISTINE MCGOWAN,2127 FLOWING SPRINGS RD,CHESTER SPRGS,PA,19425-2646,0,3,3,1400,201705,1,15,0,1,1,201812.0,1,3,2,0,12,8972.0,25795.0,25795.0,D12,,40.12921,-75.635272
62,752976428,DROOPY BASSET HOUND RESCUE OF WESTERN PENNSYLVANIA INC,,15581 STEWART HILL RD,UNION CITY,PA,16438-8128,0,3,3,4000,200405,1,15,0,1,1,201812.0,3,3,2,0,12,26507.0,48269.0,48269.0,D20,,41.974652,-79.791502
63,232751348,GREEN SPRINGS ROD & GUN CLUB INC,% JOHN SHARP,121C GREEN SPRINGS RD,HANOVER,PA,17331-8979,0,3,3,1000,201607,1,15,0,1,1,201712.0,4,3,1,0,12,109483.0,71895.0,71895.0,D30,,39.842704,-77.00334
64,233060911,FIRST STATE GREYHOUND RESCUE INC,% JOHN SELMAN,PO BOX 67,BLANDON,PA,19510-0067,0,3,3,4000,200108,1,15,0,1,1,201712.0,3,2,2,0,12,80808.0,17213.0,17213.0,D20,,40.4412,-75.88687
65,460991759,ROCK RUN ANIMAL RESCUE,% JODI KELLEY,PO BOX 272,NEWVILLE,PA,17241-0272,0,3,3,1000,201402,1,15,0,1,1,201812.0,2,3,2,0,12,13831.0,41138.0,41138.0,D20,,40.173093,-77.421905
66,232675714,LYCOMING ANIMAL PROTECTION SOCIETY INC,,195 PHILIPS PARK DR,SOUTH WILLIAMSPORT,PA,17702-7067,0,3,3,4000,199301,1,15,913994000,1,1,201712.0,5,6,1,0,12,773334.0,1145817.0,829720.0,D20,,41.227403,-77.015571
67,251882926,SOUTHWEST PENNSYLVANIA RETRIVER RESCUE ORGANIZATION,% JOSEPH MARINGO,142 STARK DR,PITTSBURGH,PA,15239-1245,0,3,3,4000,200303,1,15,0,1,1,201812.0,2,3,1,0,12,13869.0,64637.0,63034.0,D20,,40.508026,-79.719066
68,272584855,RABBIT WRANGLERS,,3248 PINEHURST AVE,PITTSBURGH,PA,15216-2310,0,3,3,4000,201009,1,15,0,1,1,201812.0,3,3,1,0,12,28531.0,50821.0,50666.0,D20,,40.388218,-80.039057
69,251774446,CENTRE WILDLIFE CARE,% ROBYN GRABOSKI,PO BOX 572,LEMONT,PA,16851-0572,0,3,3,1000,200402,1,15,0,1,1,201712.0,3,4,1,0,12,33387.0,138465.0,116971.0,D20,,40.808151,-77.812525
70,825308345,PHILLY BULLY TEAM,% JESSICA GRAAF,7157 BRYAN ST,PHILADELPHIA,PA,19119-2405,0,3,3,1000,201811,1,15,0,1,1,201812.0,2,4,1,0,12,17650.0,157757.0,156170.0,D20,,40.058339,-75.191444
71,232768493,WILDLIFE RESCUE,% CAROL SHILLING,PO BOX 71,FRIENDSVILLE,PA,18818-0071,0,3,3,1000,199505,1,15,994355000,5,1,201812.0,1,2,2,0,12,1678.0,15364.0,15364.0,D34,,41.91702,-76.04548
72,233098089,ANIMAL HOUSE PROJECT,% MARYBETH YANNESSA,1055 S HANOVER ST,POTTSTOWN,PA,19465-7525,0,3,3,4000,201203,1,15,0,1,1,201712.0,1,4,1,0,12,2792.0,155011.0,155011.0,D20,,40.228631,-75.655281
73,454442014,SAMS HOPE,% MARIANNE IAQUINTO,901 E WILLOW GROVE AVE STE A,WYNDMOOR,PA,19038-7977,0,3,3,1000,201302,1,15,0,1,1,201812.0,4,4,1,0,12,187003.0,164023.0,164023.0,D20,,40.082083,-75.189138
74,261638324,ANIMALS CANT TALK RESCUE AND ADOPTION INC,,1167 WOODLAND DR,E STROUDSBURG,PA,18301-7170,0,3,3,4000,200807,1,15,0,1,1,201812.0,1,3,1,0,12,7702.0,81203.0,81203.0,D20,,41.116572,-75.394272
75,474320305,JUSTICE FOR ANIMALS,% NATALIE FRISTICK,1761 MCKEES ROCKS RD,MCKEES ROCKS,PA,15136-1607,0,3,3,1400,201603,1,15,0,1,1,201812.0,1,3,2,0,12,4357.0,40437.0,2923.0,D20,,40.469994,-80.089737
76,454462635,MOUNTAINVIEW HORSE RESCUE,% LAURIE BORACCHIA WUCHTER,4508 WINDING RD,NEW TRIPOLI,PA,18066-3334,0,3,3,4000,201402,1,15,0,1,1,201712.0,2,3,1,0,12,13642.0,51513.0,51513.0,D20,,40.629168,-75.734528
77,800498822,SILVER LAKE RESCUE,% LEWIS M ZAGNIT,171 UPPER SILVER LAKE RD,NEWTOWN,PA,18940-1722,0,3,3,4000,201012,1,15,0,1,1,201812.0,1,1,2,0,12,712.0,2738.0,2738.0,D20,,40.23731,-74.906548
78,454380496,DOXIE RESCUE OF BUCKS,% CINDLE JURA,C/O CYNTHIA KURA 181 GILBERT DRIVE,MORRISVILLE,PA,19067-0000,0,3,3,1000,201301,1,15,0,1,1,201612.0,1,4,1,0,12,682.0,188456.0,188456.0,D20,DOXIE RESCUE,40.213508,-74.834685
79,205066437,RESCUE OUR FURRY FRIENDS,% CINDY MCCLELLAN,133 N WALNUT ST,BURNHAM,PA,17009-1636,0,3,3,1000,200806,1,15,0,5,1,201812.0,2,3,1,0,12,11271.0,89906.0,73494.0,D20,,40.634718,-77.567056
80,204573708,WISSAHICKON WATERFOWL PRESERVE,% DAVID FROEHLICH,12 MORRIS RD,AMBLER,PA,19002-5499,0,3,3,1000,200705,1,15,0,1,1,201812.0,4,2,2,0,12,217093.0,11167.0,11167.0,D32,,40.1471,-75.22749
81,474295233,CHAR-WILLS GERMAN SHEPHERD RESCUE,% DIANE L BUHL,PO BOX 132,NEW RINGGOLD,PA,17960-0132,0,3,3,1400,201506,1,15,0,1,1,201712.0,3,4,1,0,12,88666.0,138839.0,132268.0,D20,,40.703416,-75.959812
82,261882045,NEW SPIRIT 4 AUSSIE RESCUE INC,% PAM CALDWELL,211 E MOUNTAIN TOP RD,SUMMIT HILL,PA,18250-1745,0,3,3,1000,200804,1,15,0,1,1,201812.0,4,4,1,0,12,101632.0,116364.0,114409.0,D20,,40.819976,-75.824598
83,464093224,GRAY PAWS SANCTUARY,% GRAY PAWS SANCTUARY,2909 JACKS RUN RD,WHITE OAK,PA,15131-2505,0,3,3,1400,201407,1,15,0,1,1,201812.0,3,3,2,0,12,34327.0,48256.0,43473.0,D20,,40.338436,-79.805604
84,450794827,AMERICAN HERITAGE HORSE RESCUE INC,,1541 GOLF COURSE RD,BIRDSBORO,PA,19508-7982,0,3,3,1000,201107,1,15,0,1,1,201812.0,1,2,2,0,12,609.0,12908.0,12908.0,D20,,40.271506,-75.869046
85,471358668,SAVED ME INC,% HOWARD NELSON,315 MARKET ST,PHILADELPHIA,PA,19106-2115,0,3,3,4000,201408,1,15,0,1,1,201712.0,3,5,1,0,12,56834.0,531692.0,531692.0,D20,,39.950273,-75.145863
86,462750552,FOR THE LOVE OF ALEX INC,% NORMA FETHERMAN,1821 ROSEWOOD DR,BETHLEHEM,PA,18017-3661,0,3,3,1200,201308,1,15,0,1,1,201712.0,4,4,1,0,12,386750.0,183196.0,183196.0,D20,,40.640676,-75.396878
87,472266595,WILD AND FREE FOUNDATION,% MATT BRACKEN,502 W MANOR DR,PITTSBURGH,PA,15238-2350,0,3,3,4000,201508,1,15,0,1,1,201812.0,2,4,1,0,12,23732.0,119421.0,119421.0,D30,,40.51167,-79.879
88,471499271,MOMMY & ME RESCUE,,338 S MARKET ST,SHAMOKIN,PA,17872-6331,0,3,3,4000,201410,1,15,0,1,1,201712.0,3,3,1,0,12,25504.0,89875.0,82415.0,D20,,40.783932,-76.558637
89,204575651,GREEN STREET RESCUE,% KATHLEEN JORDAN,1930 A GREEN STREET,PHILADELPHIA,PA,19130-3579,0,3,3,1000,200607,1,15,0,1,1,201712.0,3,4,1,0,12,65670.0,129691.0,129691.0,D20,,39.964765,-75.169484
90,260447525,HELLO BULLY,% DAISY BALAWEJDER,4885A MCKNIGHT RD SUITE 197,PITTSBURGH,PA,15237-0000,0,3,3,1000,200712,1,15,0,1,1,201812.0,4,4,1,0,12,202206.0,161696.0,106005.0,D20,,40.537638,-80.006761
91,205592729,WAGS RESCUE & REFERRAL,% SANDRA LANGE,PO BOX 1514,SOUTHAMPTON,PA,18966-0835,0,3,3,4000,201708,1,15,0,5,1,201906.0,4,5,1,0,6,113196.0,548387.0,547407.0,D20,,40.186758,-75.007099
92,251847596,SHELTERED LIVES INC,% DOLORES M CUDA,PO BOX 25,TRAFFORD,PA,15085-0025,0,3,3,1000,200009,1,15,0,1,1,201812.0,3,1,2,0,12,67389.0,4936.0,4936.0,D20,,40.38562,-79.75893
93,474326554,WHISKERS WORLD INC,,100 WILLIAM ST,PLAINS,PA,18705-2028,0,3,3,4000,201506,1,15,0,1,1,201712.0,1,3,2,0,12,3029.0,45371.0,45371.0,D20,,41.276921,-75.843007
94,271271134,PAWSIBILITIES ANIMAL RESCUE,% SAMANTHA CARROLL,2048 MAINLAND RD,HARLEYSVILLE,PA,19438-2563,0,3,3,1000,201101,1,15,0,1,1,201712.0,1,4,1,0,12,150.0,146064.0,138456.0,D20,,40.274188,-75.395188
95,611594785,PA BOXERS,% CHRISTINE MCLAIN,PO BOX 826,LANCASTER,PA,17608-0826,0,3,3,4000,200911,1,15,0,1,1,201712.0,2,3,1,0,12,19368.0,78786.0,78786.0,D20,,40.0185,-76.297582
96,251877339,ALLEGHENY ABUSED ANIMAL RELIEF FUND,% JOHN WEINSTEIN,436 GRANT ST STE 108 # 108,PITTSBURGH,PA,15219-2429,0,3,3,4000,201810,1,15,0,1,1,201806.0,3,3,1,0,6,93456.0,87750.0,87750.0,D12,AAARF,40.438807,-79.997192
97,824626250,PATRIOT K9 RESCUE INC,% PAUL C OLDT,122 MURRAY ST,WATSONTOWN,PA,17777-1312,0,3,3,1250,201804,1,15,0,1,1,201812.0,1,2,2,0,12,1629.0,11389.0,7513.0,D20,,41.082073,-76.857398
98,232632175,FARMERS UNION COMPANY FOR THE RECOVERY OF STOLEN HORSES AND,,PO BOX 162,FAIRVIEW VLG,PA,19409-0162,0,3,3,1000,201105,1,15,0,1,1,201812.0,1,1,2,0,12,6972.0,3873.0,3873.0,D20,,40.211896,-75.35586
99,270153653,HOME AT LAST DOG RESCUE INC,,605 CAROLINE DR,NORRISTOWN,PA,19401-3517,0,3,3,4000,200910,1,15,0,1,1,201809.0,4,5,1,0,9,134934.0,877125.0,877125.0,D20,,40.121754,-75.324877
100,352595796,PENNY FIX,,PO BOX 6356,HARRISBURG,PA,17112-0356,0,3,3,4000,201808,1,15,0,1,1,201812.0,1,1,2,0,12,2939.0,3991.0,3991.0,D20,,40.344295,-76.790248
101,251832882,BROOKLINE LABRADOR RETRIEVER RESCUE INC,% MARIE KROUT,PO BOX 638,WARRINGTON,PA,18976-0638,0,3,3,4000,199908,1,15,0,1,1,201812.0,4,4,1,0,12,115376.0,148657.0,147412.0,D20,,40.244807,-75.142587
102,036098664,MOLLYS PLACE,% LORI JOHNSTON,5220 E TRINDLE RD,MECHANICSBURG,PA,17050-3555,0,3,3,1000,200501,1,15,0,1,1,201712.0,3,4,1,0,12,99706.0,403608.0,403608.0,D20,MOLLYS PLACE RESCUE,40.220427,-76.983864
