,ein,name,ico,street,city,state,zip,group,subsection,affiliation,classification,ruling,deductibility,foundation,activity,organization,status,tax_period,asset_cd,income_cd,filing_req_cd,pf_filing_req_cd,acct_pd,asset_amt,income_amt,revenue_amt,ntee_cd,sort_name,lat,lon
68,236394240,PSI UPSILON OF PHILADELPHIA,% W R HUDSON,390 FAIRVILLE RD,CHADDS FORD,PA,19317-9460,0,7,3,1000,201609,2,0,34036319,1,1,201812.0,4,4,1,0,12,105527.0,114959.0,114959.0,B84,,39.865044,-75.603946
69,462416954,ALPHA SIGMA PHI FRATERNITY INC,,4030 SPRUCE ST,PHILADELPHIA,PA,19104-4117,6237,7,9,1000,194104,2,0,0,5,1,201812.0,1,4,1,0,12,7189.0,127375.0,127375.0,B83,OMICRON,39.951765,-75.203681
70,581808468,ALPHA EPSILON CHAPTER OF DELTA PHI EPSILON SORORITY,% ALPHA EPSILON,251 S CAMAC ST,PHILADELPHIA,PA,19107-5609,0,7,3,1000,201711,2,0,319000000,5,1,201806.0,2,4,1,0,6,23616.0,231441.0,231441.0,B83,,39.947083,-75.161638
71,240805564,DELTA UPSILON INTERNATIONAL FRATERNITY INC,% ROBERT L FERRARA,503 WILDER RD,WALLINGFORD,PA,19086-6834,5222,7,9,1000,199605,2,0,0,5,1,201806.0,4,4,1,0,6,117364.0,285157.0,285157.0,B83,LEHIGH CHAPTER DELTA UPSILON FRAT,39.888166,-75.378784
72,232966320,GAMMA PHI BETA SORORITY INC,% DENISE VOLLERT-PARROTTO,100 LOWER SAYRE ROAD,BETHLEHEM,PA,18015-0000,198,7,9,1000,194011,2,0,36279319,5,1,201807.0,4,4,1,0,7,153908.0,288312.0,288312.0,B83,DELTA KAPPA HOUSE CORP BOARD,40.603037,-75.375292
73,251401195,VIETNAM VETERANS INCORPORATED,,4269 COLONIAL PARK DR,PITTSBURGH,PA,15227-2640,0,19,3,1000,201407,1,0,907908480,1,1,201812.0,3,3,2,0,12,64294.0,41404.0,30922.0,B11,,40.364904,-79.986488
74,471030443,PHILADELPHIA SCHOOL ADVOCACY PROJECT,,5070 PARKSIDE AVE STE 3301 # 5,PHILADELPHIA,PA,19131-4748,0,4,3,3000,201510,2,0,0,1,1,201612.0,5,6,1,0,12,970974.0,1506000.0,1506000.0,B01,STEPHEN DEMAURA,39.987581,-75.225109
75,900857241,PENNSYLVANIA DELTA CORPORATION OF THE SIGMA ALPHA EPSILON FRATERNITY,% ERIC NELSON,C/O ERIC NELSON 35 HARPER LANE,NORTH WALES,PA,19454-0000,0,7,3,1000,201404,2,0,0,1,1,201812.0,4,4,1,0,12,432125.0,269348.0,269348.0,B83,,40.202942,-75.283396
76,246019555,TAU COMPANY OF DELTA TAU DELTA,% THOMPSON HARNER INC,C/O THOMPSON HARNER INC,STATE COLLEGE,PA,16804-0000,0,7,3,1000,200406,2,0,0,1,1,201712.0,4,4,1,0,12,284208.0,148732.0,148732.0,B83,,40.791076,-77.854817
77,256581873,LESLIE & GRETA SPAULDING EDUCATION FUND,,587 JAMES DR,HARRISBURG,PA,17112-2273,0,3,3,1000,199905,1,4,0,2,1,201812.0,1,1,0,1,12,9490.0,1206.0,,B82,,40.333902,-76.799577
78,251667394,GEORGE T HANDYSIDE MEMORIAL SCHOLARSHIP FOUNDATION,,1019 RT 519 TAX DEPARTMENT BLDG 1,EIGHTY FOUR,PA,15330-0000,0,3,3,1200,199403,1,4,602000000,1,1,201812.0,6,4,0,1,12,1319971.0,108000.0,,B99,,40.193092,-80.134068
79,202377501,PAUL MATUSKY SCHOLARSHIP FUND,% GREGORY MATUSKY,27 W ATHENS AVENUE,ARDMORE,PA,19003-1321,0,3,3,1000,200503,1,4,0,2,1,201812.0,1,1,0,1,12,2147.0,1.0,,B82,,40.007354,-75.292906
80,237418046,V E & BETTY PHILLIPS SCHOLARSHIP FUND NECT,% PNC BANK NA,100 S COMMONS STE 116,PITTSBURGH,PA,15212-5359,0,3,3,1000,200909,1,4,909000000,5,1,201904.0,5,6,0,1,4,989085.0,1264363.0,,B82,,40.469493,-79.999271
81,016173503,EVELYN E STRICKLIN SCHOLARSHIP FOUNDATION,% PNC BANK DE,100 S COMMONS STE 116,PITTSBURGH,PA,15212-5359,0,3,3,1000,200206,1,4,0,2,1,201809.0,6,6,0,1,9,2063608.0,2322220.0,,B82,,40.469493,-79.999271
82,232329462,JOHN G WILLIAMS SCHOLARSHIP FOUNDATION,,PO BOX 1229,CAMP HILL,PA,17001-1229,0,3,3,1000,198505,1,4,40041043,2,1,201903.0,5,1,0,1,3,635815.0,4106.0,,B12,,40.21604,-76.924996
83,256633239,MERLE & OLIVE LEE GILLIAND SCHOLARSHIP FOUNDATION,% PNC BANK NATIONAL ASSOCIATION,100 S COMMONS STE 116,PITTSBURGH,PA,15212-5359,0,3,3,1000,201601,1,4,0,2,1,201812.0,4,3,0,1,12,488330.0,66959.0,,B82,GILLIAND OLIVE LEE CO TTEE,40.469493,-79.999271
84,364552991,KAREN RUSH ELKO FOUNDATION INCORPORATED,% DENNIS J ELKO,757 S WARREN AVE,MALVERN,PA,19355-3412,0,3,3,1000,200603,1,4,0,1,1,201812.0,1,1,0,1,12,263.0,1209.0,,B82,,40.00068,-75.490115
85,251831496,EPIC METALS CORPORATION CHARITABLE FOUNDATION,% LAURENCE R LANDIS,11 TALBOT AVE,RANKIN,PA,15104-1113,0,3,3,1000,200003,1,4,0,1,1,201812.0,5,3,0,1,12,682402.0,99426.0,,B82,,40.406208,-79.876494
86,476414925,JANE M RODEL TR UW,% THE FIRST NATIONAL BANK AND TRUST,34 S STATE ST,NEWTOWN,PA,18940-1953,0,3,3,1000,201408,1,4,0,2,1,201812.0,4,3,0,1,12,174399.0,43391.0,,B82,,40.228839,-74.936844
87,205748716,PROFESSIONAL BASEBALL STRENGTH ANDCONDITIONING COACHES SOCIETY,,2 W BALTIMORE AVE STE 210,MEDIA,PA,19063-3740,0,3,3,2000,200812,1,4,0,1,1,201712.0,4,4,0,1,12,219190.0,193161.0,,B99,,39.916573,-75.387878
88,256694685,MAYAN FAMILY EDUCATIONAL TR,% FIRST COLUMBIA BANK & TRUST CO TT,1199 LIGHTSTREET RD,BLOOMSBURG,PA,17815-9575,0,3,3,1200,201905,1,4,0,2,1,201812.0,3,1,0,1,12,76783.0,2933.0,,B82,,41.024543,-76.428741
89,471810540,LENFEST SCHOLARS FOUNDATION INC,% H F LENFEST,100 N 18TH STREET NO 800,PHILADELPHIA,PA,19103-2743,0,3,3,2000,201502,1,4,0,1,1,201806.0,8,7,0,1,6,30238025.0,7607679.0,,B82,,39.955205,-75.16957
90,203269197,KENNETH F FUCHS MEMORIAL SCHOLARSHIP FOUNDATION,% EDWARD J FUCHS,20 MILLER AVE,BERWYN,PA,19312-1216,0,3,3,1000,200509,1,4,0,5,1,201812.0,3,1,0,1,12,63120.0,5993.0,,B82,,40.046799,-75.462073
91,232992441,PENCON FOUNDATION,% JEFFREY L KIMBALL,90 LAWTON LN,MILTON,PA,17847-9756,0,3,3,1000,200101,1,4,0,1,1,201812.0,2,1,0,1,12,19801.0,7.0,,B82,,40.969761,-76.848781
92,256714458,IDA GARTRELL PETERSON AND ROOSEVELT PETERSON SCHOLARSHIP FUND,% RB MATLIN,MATLIN 2000 MARKET ST-20TH FLR,PHILADELPHIA,PA,19103-0000,0,3,3,2000,200007,1,4,0,2,1,201812.0,4,3,0,1,12,388353.0,37919.0,,B82,,39.952779,-75.166857
93,346791038,HERBERT A STEIN TR FBO KISKIMINETAS SPRINGS 8-4-77,% PNC BANK NA,100 S COMMONS STE 116,PITTSBURGH,PA,15212-5359,0,3,3,2000,201407,1,4,0,2,1,201812.0,4,4,0,1,12,225114.0,247637.0,,B99,THOMAS PAUL J TTEE,40.469493,-79.999271
94,271147204,RALPH DOBRICH SCHOLARSHIP TRUST,% FIRST NATIONAL BANK,34 S STATE ST,NEWTOWN,PA,18940-1953,0,3,3,1000,201003,1,4,0,2,1,201812.0,6,4,0,1,12,1082625.0,175273.0,,B82,,40.228839,-74.936844
